"miRNA","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","regulation"
"hsa-miR-1270",14.401839403029,1.39341355935151,0.293361523905034,4.74981702032125,2.03600788049471e-06,6.19512558289568e-06,"Up"
"hsa-miR-487a-3p",90.7271025425686,1.58542488108217,0.33419628018952,4.74399320119031,2.09545884370748e-06,6.34210681951892e-06,"Up"
"hsa-miR-6503-5p",15.7040804292194,-0.725138116216624,0.154214016242743,-4.7021544077758,2.57430701652756e-06,7.75016239367293e-06,"NS"
"hsa-miR-30c-1-3p",119.124744313089,-0.822226697758437,0.17510057151632,-4.69573965771895,2.65643705075022e-06,7.95532990461514e-06,"NS"
"hsa-miR-363-3p",947.289981070563,1.03680745187526,0.221740139030102,4.67577704429288,2.92842633655064e-06,8.72395070941003e-06,"Up"
"hsa-miR-496",16.4256553145065,1.40048443531019,0.299691857921814,4.67308136104104,2.96714156532198e-06,8.79324765973026e-06,"Up"
"hsa-let-7d-5p",10880.8224951111,0.661588684983117,0.141837563737274,4.66441094693771,3.09502325988028e-06,9.12470588016517e-06,"NS"
"hsa-miR-98-3p",55.2585797424474,0.795309488225536,0.172084845359969,4.62161259210188,3.8076858287791e-06,1.1167903281316e-05,"NS"
"hsa-miR-550a-3-5p",27.0009275188715,0.987399454554047,0.213959890475188,4.61488109926169,3.93320425363696e-06,1.14768883093304e-05,"NS"
"hsa-miR-378h",31.6718009788107,-1.2932013582468,0.28097037815594,-4.60262525442829,4.17198503741676e-06,1.21115279912762e-05,"Down"
"hsa-miR-99b-3p",276.723636614044,0.823603459253556,0.179160538458346,4.5970137528083,4.28589339826325e-06,1.23165320384434e-05,"NS"
"hsa-miR-487a-5p",43.675310205799,1.58569860634904,0.344920920715544,4.59728161185318,4.28038903295333e-06,1.23165320384434e-05,"Up"
"hsa-miR-642a-5p",24.479384129875,1.31609543763499,0.28730656623161,4.58080528717898,4.63188937302473e-06,1.32439449912114e-05,"Up"
"hsa-miR-100-5p",84257.9727912317,-0.99310740862126,0.216988404955217,-4.57677638962423,4.72195717270536e-06,1.34339681563468e-05,"NS"
"hsa-miR-502-3p",311.815350955773,0.807978301885121,0.176783825728085,4.5704311384679,4.8672183881534e-06,1.37783445913397e-05,"NS"
"hsa-miR-133a-3p",181.47693382074,-1.05914602529264,0.23331570465919,-4.53954022014833,5.63770262257108e-06,1.58804593675393e-05,"Down"
"hsa-miR-212-5p",24.9357431344784,1.55216679383431,0.342528557821553,4.53149601220388,5.85674429646783e-06,1.64161946043852e-05,"Up"
"hsa-miR-548ae-5p",39.8136879775079,0.908300940849967,0.201509613588239,4.50748192444046,6.5601517349788e-06,1.82976781235438e-05,"NS"
"hsa-miR-369-5p",1007.23013880452,1.28027450164164,0.284786548278878,4.49555819746066,6.93876760995749e-06,1.92593110734918e-05,"Up"
"hsa-miR-410-3p",721.105946782462,1.28372037623386,0.286136109138949,4.48639768010015,7.2437479945067e-06,2.00082165479335e-05,"Up"
"hsa-miR-130a-3p",2865.47823587852,-0.83234093714929,0.187276174752751,-4.44445716732617,8.8114059883348e-06,2.42207246732488e-05,"NS"
"hsa-miR-187-3p",239.653325237466,1.41846319911469,0.320398269919676,4.42718744851617,9.54697628830191e-06,2.61164880194413e-05,"Up"
"hsa-miR-24-2-5p",89.9340928603084,0.696637587370043,0.158933321228399,4.38320663021269,1.16945096068057e-05,3.183816251805e-05,"NS"
"hsa-miR-542-5p",350.059157141198,-0.711491928443386,0.162599896641111,-4.37572189860478,1.21031245193926e-05,3.26838503296892e-05,"NS"
"hsa-miR-150-3p",17.5844058078,-1.04456968947461,0.238735998243608,-4.37541760421368,1.21200218270025e-05,3.26838503296892e-05,"Down"
"hsa-miR-450b-5p",300.616383681341,-0.735058165611875,0.169248943345256,-4.34305911211751,1.40512306799915e-05,3.77129729099773e-05,"NS"
"hsa-miR-3614-5p",14.5309628083032,-0.910989101102427,0.210972571900343,-4.3180451984666,1.57417198725253e-05,4.20518244482013e-05,"NS"
"hsa-miR-26a-5p",438899.397518093,-0.489083512543319,0.114011191051937,-4.28978513451824,1.78846062992748e-05,4.75529952536792e-05,"NS"
"hsa-miR-494-3p",138.512620264026,1.50444843408513,0.351403518399894,4.28125603561283,1.85841387722813e-05,4.91831393554793e-05,"Up"
"hsa-miR-708-5p",163.409105002805,1.42153658600233,0.332869190860254,4.27055619755186,1.9498607890129e-05,5.1364388377238e-05,"Up"
"hsa-miR-3120-5p",29.0746076917885,-1.0969592140761,0.258962461773556,-4.23597770334493,2.27559358643404e-05,5.96687903539616e-05,"Down"
"hsa-miR-100-3p",36.8786762275146,-0.868087615608128,0.20539170223899,-4.22649798480191,2.37356396599028e-05,6.19521970939664e-05,"NS"
"hsa-miR-493-3p",284.468515334564,1.39793162633844,0.330915164218669,4.22444111813108,2.395344669322e-05,6.22352108148045e-05,"Up"
"hsa-miR-362-3p",48.9728147576652,0.746681645287874,0.181170898769716,4.12142154373795,3.76541707166107e-05,9.73873778988705e-05,"NS"
"hsa-miR-324-3p",447.581456665366,0.565799242226887,0.137396629018621,4.11799944633435,3.82175614211066e-05,9.83972508986863e-05,"NS"
"hsa-miR-3605-5p",17.6186515499663,0.596681567791615,0.145265176835647,4.10753341433439,3.99906937708764e-05,0.000102498670070399,"NS"
"hsa-miR-214-5p",119.20367612987,-0.961846569840323,0.234339357991286,-4.10450288028906,4.05185223751058e-05,0.000103385826149934,"NS"
"hsa-miR-424-3p",1076.36466556328,-0.633671469134168,0.15577163432579,-4.06795160028219,4.74282291454592e-05,0.000120476171356099,"NS"
"hsa-miR-511-5p",124.501541831629,-0.843193092582808,0.207391357386911,-4.06570988881538,4.78864750403302e-05,0.000121099574657546,"NS"
"hsa-miR-641",54.9077451346311,0.719938694652065,0.177254735546187,4.06160485604894,4.87365191164952e-05,0.000122703891049937,"NS"
"hsa-miR-548ar-5p",11.5873800507502,0.706557708923932,0.174489226710864,4.04929130722052,5.13729659801645e-05,0.000128771883888606,"NS"
"hsa-let-7g-3p",96.8515837787595,-0.604891889761923,0.149805935627499,-4.03783659991965,5.39464069102926e-05,0.000134629410227879,"NS"
"hsa-miR-654-5p",75.0439487186351,1.31748631675967,0.326780661234611,4.03171445881182,5.53714369461517e-05,0.000137582304027774,"Up"
"hsa-miR-484",4439.37631980282,0.557376648899448,0.139244802874045,4.00285423509577,6.25828633670394e-05,0.000154824561981937,"NS"
"hsa-miR-122-3p",8257.69822528512,-0.903181470359282,0.227097966091314,-3.9770566240832,6.97735547533257e-05,0.000171866461708408,"NS"
"hsa-miR-33b-3p",36.4116314374099,-0.929331640213524,0.235779903063807,-3.9415218521064,8.09662570186131e-05,0.000198576725187892,"NS"
"hsa-miR-579-5p",21.533483570716,0.716851854091761,0.182772870818705,3.92209112260876,8.77837789580703e-05,0.000214373262777434,"NS"
"hsa-miR-1343-3p",17.9672306612676,0.816891147252825,0.209463598788151,3.89991937491258,9.6224726301424e-05,0.000233982347288505,"NS"
"hsa-miR-382-5p",125.395178721456,1.14228745214042,0.294477656405661,3.87902928216343,0.000104874131354231,0.000253929279747054,"Up"
"hsa-miR-361-5p",1691.382164823,0.270106106413205,0.0699312953941972,3.86244963561219,0.000112255712932974,0.000270650426520602,"NS"
"hsa-miR-655-3p",35.3707154463326,1.40156004124176,0.363752133982942,3.8530634195743,0.000116649161225491,0.000280056425051917,"Up"
"hsa-let-7b-3p",207.346407390697,-0.679238719035274,0.176368735821086,-3.85124220499212,0.000117520197919579,0.000280962153849749,"NS"
"hsa-miR-148a-3p",235260.55684986,-0.614379650580645,0.159681231578152,-3.84753827678208,0.000119310641047137,0.000284049183078749,"NS"
"hsa-miR-382-3p",72.5792173689796,1.02202225071083,0.26700118101219,3.82778176050154,0.000129303326141453,0.000306556635727028,"Up"
"hsa-miR-186-5p",14185.5258278993,0.408183151254282,0.106742844421174,3.82398608045067,0.000131311331394105,0.000310025508561186,"NS"
"hsa-miR-451a",214296.952525444,-0.918334974117404,0.240526337516384,-3.81802252343717,0.000134525646354593,0.000316302036263485,"NS"
"hsa-miR-143-3p",345456.023539282,-0.569644359460821,0.14924684964077,-3.81679319082397,0.000135197398954184,0.000316573333353624,"NS"
"hsa-miR-433-3p",71.1651689993779,1.15030921325729,0.301506886745812,3.81520046083416,0.000136072425540337,0.000317316434969064,"Up"
"hsa-miR-6511a-3p",12.3383053792259,0.63660970845863,0.167041593164257,3.81108499026727,0.000138358184094907,0.000321329823469395,"NS"
"hsa-miR-199b-5p",423.063981328349,1.29983637612473,0.341689261299884,3.80414757894287,0.000142293333326597,0.000329125636840788,"Up"
"hsa-miR-154-3p",41.3857538511484,1.39547467020837,0.372595916521144,3.74527633914416,0.000180195320636135,0.000415105819603079,"Up"
"hsa-miR-409-3p",1274.09300368532,1.05568761036934,0.283239304706957,3.72719319962168,0.000193624035971897,0.000444242243822617,"Up"
"hsa-miR-148a-5p",2122.1254493703,-0.698588324333095,0.187510663311045,-3.72559251829997,0.000194856965166254,0.000445275554938146,"NS"
"hsa-miR-1285-3p",35.5646648317849,0.598957734745698,0.161144305753397,3.71690288369418,0.000201679922553694,0.000459023503732208,"NS"
"hsa-miR-550b-3p",15.582390645491,1.11668950087574,0.301015046485162,3.70974645259396,0.000207466914194239,0.00047031344293435,"Up"
"hsa-miR-127-5p",41.6202058647149,1.08652436431799,0.293083948663924,3.70721211199422,0.000209553421516518,0.000473158320805154,"Up"
"hsa-miR-224-3p",26.7340226037357,1.01922987082795,0.27509578517844,3.70499995180527,0.000211390772887737,0.000475420354834477,"Up"
"hsa-miR-582-3p",183.972759452081,0.81075470585235,0.221097644862092,3.66695315256773,0.000245457742874692,0.000549863998801968,"NS"
"hsa-miR-4488",274.922010807931,1.13234894705753,0.308995208182728,3.66461652825341,0.000247709441317429,0.000552732047488694,"Up"
"hsa-miR-199b-3p",14011.2370812743,-1.15683398471384,0.316005768109047,-3.66080021778161,0.00025142875537613,0.000558839694566477,"Down"
"hsa-miR-378i",6234.89879736142,-1.92151997848546,0.525404809868818,-3.65721809620515,0.000254967428341332,0.000564499870530032,"Down"
"hsa-miR-7705",41.0731704651508,0.537276899115218,0.14728062379663,3.64798087667736,0.000264309305589545,0.000582914708838959,"NS"
"hsa-miR-142-5p",13231.9508933299,-0.64694052415505,0.177431131436131,-3.64615002406118,0.000266198601477483,0.000584814688187984,"NS"
"hsa-miR-543",60.6456504736214,1.06603764662188,0.292670580506892,3.64244894302513,0.000270056553666275,0.000591008380908117,"Up"
"hsa-miR-548ad-5p",40.1960612139584,0.804081030868409,0.221526622671135,3.62972640115631,0.000283721787594873,0.000618535238089973,"NS"
"hsa-miR-675-5p",568.010245965784,1.26054259021808,0.350009810073107,3.60144931353436,0.000316448124500124,0.000687248026109049,"Up"
"hsa-miR-582-5p",542.043692835601,0.712621554490492,0.200846650236159,3.5480878254757,0.00038803880857122,0.000839521224627469,"NS"
"hsa-miR-663b",103.367514027627,-1.4169076624518,0.400132155016197,-3.5410992210672,0.00039846370380118,0.000858810028268453,"Down"
"hsa-miR-4521",10.5458714739225,-0.779721239594203,0.220426104244718,-3.53733620736931,0.000404184796762354,0.000867853393802942,"NS"
"hsa-miR-5590-5p",23.8572307013252,-0.794869168161671,0.22502769056171,-3.532317139182,0.000411935010973406,0.000881169252796497,"NS"
"hsa-miR-487b-3p",506.387319683532,0.93302368846722,0.266701103376741,3.49838705822388,0.000468081290813635,0.000997521552333178,"NS"
"hsa-miR-218-5p",1972.34233703511,0.733172118250851,0.210184667076796,3.48822836816621,0.000486232591328687,0.0010323371062165,"NS"
"hsa-miR-199a-3p",16152.5257249675,-1.10688438371538,0.31798599301662,-3.48092182682249,0.000499691307347897,0.00105696785829351,"Down"
"hsa-let-7i-5p",45432.0510229218,0.495301463951834,0.142367131229616,3.47904365055295,0.000503206614361112,0.00106046134656101,"NS"
"hsa-miR-485-3p",33.5038259200115,1.19226794737521,0.342923028551366,3.47678005881316,0.000507473924471012,0.0010655079816384,"Up"
"hsa-miR-660-3p",10.0931306337079,0.566398995487013,0.163236461919724,3.46980686070956,0.000520832740868491,0.00108953613806681,"NS"
"hsa-miR-379-5p",959.501726404404,1.03684746479871,0.299357682095048,3.46357393450657,0.000533050084151689,0.00111100914975206,"Up"
"hsa-miR-361-3p",427.597248774346,0.687741688499013,0.200045941703772,3.43791872327718,0.000586203620641806,0.00121733525600433,"NS"
"hsa-miR-34a-3p",59.2194904429413,0.578213806282037,0.169250374082813,3.41632217603916,0.00063473103560113,0.00131331621548016,"NS"
"hsa-miR-338-3p",241.65380843137,-0.47486732639758,0.139132011355104,-3.4130702328854,0.000642353854612421,0.00132427298287851,"NS"
"hsa-miR-29c-5p",989.645682500667,-0.550827254472076,0.162414869898556,-3.39148290311177,0.00069515500059398,0.0014279537737833,"NS"
"hsa-miR-145-5p",3289.96571764626,-0.869696002695303,0.258507609607859,-3.36429555793186,0.000767393150043048,0.00157067159127516,"NS"
"hsa-miR-887-3p",132.978567617654,0.633379072939068,0.189876784622351,3.33573730036985,0.000850735128288509,0.00173501178493248,"NS"
"hsa-miR-299-3p",75.3358656158111,1.03015774366488,0.309153791173385,3.33218538176402,0.000861668372131892,0.00175103322765374,"Up"
"hsa-miR-125b-1-3p",120.071973636467,-0.684217197437731,0.20676780033009,-3.30910904089238,0.000935933783883745,0.00189518264423434,"NS"
"hsa-miR-124-3p",459.01498196336,1.73612678123613,0.525657445520616,3.30277216851111,0.000957341346011663,0.00193165682936396,"Up"
"hsa-miR-194-3p",312.354361379061,-0.674273179326094,0.204743942402463,-3.29325093291738,0.00099036043236489,0.00199121938521421,"NS"
"hsa-miR-23b-3p",41485.4733157035,-0.442839470421317,0.134734565694804,-3.286754725023,0.00101349066419438,0.00203054995748804,"NS"
"hsa-miR-4802-5p",19.8116889362243,0.500149640070494,0.153487136415825,3.25857691888586,0.00111972517311581,0.00223552148597507,"NS"
"hsa-miR-191-3p",18.2408202764789,0.663377100331097,0.204396418935291,3.24554169680005,0.00117227395594722,0.00233225133193694,"NS"
"hsa-miR-3173-5p",12.2293460223382,0.822195916188298,0.253715169768604,3.24062576525544,0.0011926764822844,0.00236457462864051,"NS"
"hsa-miR-132-3p",299.228345271917,0.615103328372934,0.190429948561741,3.23007663982804,0.00123757038917914,0.00244506094251018,"NS"
"hsa-miR-889-3p",314.824806258917,0.942999230830429,0.292846708170842,3.22011210821021,0.00128140474587838,0.00251662120325544,"NS"
"hsa-miR-320d",251.525109435142,0.641848662696682,0.199341993434521,3.2198366818656,0.00128263646563107,0.00251662120325544,"NS"
"hsa-miR-3120-3p",436.252238206937,-0.754783650443161,0.235856277507649,-3.20018469900036,0.00137339545862667,0.00268543648095731,"NS"
"hsa-miR-489-3p",30.3741494264039,0.79527009656062,0.249822136322592,3.18334519217183,0.00145583939170278,0.00283689251328384,"NS"
"hsa-miR-1287-5p",75.2607353503264,0.559185988147625,0.175873475609899,3.17947880547914,0.00147540158625849,0.00286519966751221,"NS"
"hsa-miR-374b-3p",99.5718097685922,0.363649520210791,0.114457601867258,3.17715480910156,0.00148727623050303,0.00287843596991913,"NS"
"hsa-miR-193b-5p",92.0560352671935,-0.687272293747268,0.217599653941434,-3.15842549056739,0.00158623852274547,0.00305955837099042,"NS"
"hsa-miR-455-5p",2290.44017782336,-0.43935515815151,0.139514984730905,-3.14916106681252,0.00163739921766927,0.00314756809072234,"NS"
"hsa-miR-335-5p",916.097732317124,-0.512686339667173,0.162972717268162,-3.14584151421847,0.00165609720412557,0.00317279228669174,"NS"
"hsa-miR-193a-3p",374.693406090812,0.543677834044738,0.173338592336225,3.13650772581656,0.00170972932152891,0.00326455028171123,"NS"
"hsa-miR-20a-5p",5620.48473993558,0.551684967676415,0.178015258865269,3.0990880848813,0.00194117297854473,0.00369407165482258,"NS"
"hsa-miR-150-5p",11886.4536005777,-0.778548455503836,0.251769554996079,-3.092305801295,0.00198608136028597,0.0037669343133424,"NS"
"hsa-miR-190a-5p",193.482806756076,0.666971179950655,0.216373868896471,3.08249412626522,0.00205273781505633,0.00387472629528501,"NS"
"hsa-miR-339-5p",300.996511356704,0.69923681460397,0.226954191997143,3.08096011997333,0.00206334282508148,0.00387472629528501,"NS"
"hsa-miR-26b-3p",128.472928135434,-0.6327719823144,0.205335280388053,-3.08165251056008,0.00205854992946852,0.00387472629528501,"NS"
"hsa-miR-126-3p",145351.565521953,-0.44028973448255,0.143034513236838,-3.07820626308222,0.00208250719315424,0.00389785063455515,"NS"
"hsa-miR-30c-5p",7359.88420229822,-0.440360067605975,0.143885893475371,-3.06048116997204,0.00220981655675782,0.0041225758058859,"NS"
"hsa-miR-345-5p",2391.81775875604,0.537572430421193,0.176438183259964,3.04680325136387,0.00231289045552423,0.00430076689278852,"NS"
"hsa-miR-144-5p",474.175859396823,-0.779675743988847,0.256206591718079,-3.04315255419648,0.00234113616191169,0.00433088809910139,"NS"
"hsa-miR-1537-3p",46.4439985848392,0.443879022351832,0.145881130193317,3.04274460832336,0.00234431201146437,0.00433088809910139,"NS"
"hsa-miR-483-5p",987.050704596348,1.30078858780917,0.429692503637455,3.02725455249433,0.00246786041964557,0.00454437727759978,"Up"
"hsa-miR-656-3p",95.7000571057631,0.930685832948248,0.308346132238988,3.01831524913343,0.00254184335061805,0.00466551247258604,"NS"
"hsa-miR-381-3p",1202.2146784649,0.829269303709811,0.274952252984955,3.01604840370298,0.00256092375311981,0.00468541998561148,"NS"
"hsa-miR-144-3p",864.45861477387,-0.780888168253864,0.25912050729189,-3.01361006280457,0.00258159381000568,0.00470809896760652,"NS"
"hsa-miR-32-3p",27.3036308506886,0.565560958136913,0.18833714706333,3.00291773001499,0.00267404708287029,0.00486112712509009,"NS"
"hsa-miR-27a-5p",155.374687021527,-0.666689055534317,0.225049603324184,-2.96240937858465,0.00305241646770177,0.00553128971376532,"NS"
"hsa-miR-320b",153.325557091495,0.454731122605064,0.153870781842111,2.95527921000408,0.00312386200563496,0.00564278565462316,"NS"
"hsa-miR-365b-5p",32.4684853147411,0.67539439862,0.230392242508374,2.93149800213196,0.00337331536006357,0.00607410265783599,"NS"
"hsa-miR-140-5p",2231.34838138142,0.306074375225203,0.104676009717435,2.92401645851258,0.00345546475855474,0.00620239573380961,"NS"
"hsa-miR-590-3p",830.003879658133,0.303526858980565,0.104487278746345,2.90491687239181,0.00367350650109608,0.00657303521737003,"NS"
"hsa-miR-548e-3p",56.1437579699708,0.453639475525545,0.156696764847177,2.89501494155269,0.00379140485423498,0.00676272527291443,"NS"
"hsa-miR-181b-5p",9520.93145580127,0.346332060586778,0.119739413439753,2.89238146937338,0.00382333417074489,0.00679836607235575,"NS"
"hsa-miR-548ap-3p",32.7671854255584,0.744827337450473,0.258451838803285,2.88188058904616,0.00395309512360065,0.00700719976737934,"NS"
"hsa-miR-34a-5p",94243.5119252998,0.486424113750979,0.169056002771599,2.87729572317025,0.00401099511241019,0.00708775223279938,"NS"
"hsa-miR-376b-3p",43.9807898684855,0.958612478497483,0.333423210758486,2.87506222592239,0.00403947879323752,0.00711598586177135,"NS"
"hsa-miR-30e-5p",16798.1832529941,-0.445135362640512,0.155786576330825,-2.85734094120685,0.00427206687940155,0.0075024878221589,"NS"
"hsa-miR-3613-5p",1254.29800956411,0.561437352009179,0.19942215398459,2.81532086977941,0.00487285540516153,0.00853124530934435,"NS"
"hsa-miR-103a-2-5p",52.6819219207812,0.537197766758151,0.191147081508229,2.81038958334828,0.00494815641612533,0.00863650613734759,"NS"
"hsa-miR-152-3p",1890.3223641183,-0.397423944852512,0.141744078201517,-2.80381339308931,0.00505021250267515,0.00876088693299438,"NS"
"hsa-miR-671-3p",154.289468349575,0.50330164021298,0.179444315164477,2.80477896305413,0.00503510956986308,0.00876088693299438,"NS"
"hsa-miR-485-5p",132.455704854079,0.813510307962631,0.290924870808498,2.7962900033326,0.00516929923895449,0.00894021661691521,"NS"
"hsa-miR-3605-3p",51.3404272803804,0.484599907648665,0.173386323145664,2.79491426345979,0.00519134809003611,0.00895114261585014,"NS"
"hsa-miR-1249-3p",41.4500837884556,0.610268888402636,0.21889673767096,2.78793048674839,0.00530459246994478,0.00911877074138544,"NS"
"hsa-miR-411-3p",37.4902356001821,0.811468574779735,0.291437293852264,2.78436765608689,0.00536322030223592,0.00919178419268746,"NS"
"hsa-let-7e-3p",172.368397950506,-0.452988559717562,0.164342606550742,-2.75636713585712,0.00584473526156774,0.0099776184542594,"NS"
"hsa-miR-377-3p",118.744796265922,0.81415721132075,0.295445634140987,2.75569213837911,0.00585680942657757,0.0099776184542594,"NS"
"hsa-miR-376b-5p",51.3755925714344,0.988882177244077,0.359578781437911,2.75011271045989,0.00595747690854134,0.0101188189879404,"NS"
"hsa-miR-200c-3p",983.047027430558,0.845446032655215,0.309520654116677,2.73146887424357,0.00630526965467251,0.0106459894169396,"NS"
"hsa-miR-125a-5p",12745.6022169188,-0.435414757579565,0.159355025139004,-2.73235661818482,0.00628830353186029,0.0106459894169396,"NS"
"hsa-miR-23b-5p",58.181091176902,-0.596265899155021,0.218982258045835,-2.72289592990779,0.00647124395340702,0.0108938988446408,"NS"
"hsa-miR-126-5p",45837.7985826272,-0.362249148432766,0.134227928094722,-2.69876137980119,0.00695980597481996,0.0116817982291226,"NS"
"hsa-miR-1287-3p",20.2076059419391,0.548904003820243,0.204327671347926,2.68639093373495,0.00722285248006789,0.0120876560622313,"NS"
"hsa-let-7a-2-3p",6.8351640062965,-0.574541825186511,0.2140101813133,-2.68464715865742,0.00726064120543827,0.0121152634776961,"NS"
"hsa-miR-122-5p",1090847.52374791,-0.570967498616428,0.213137500961064,-2.67886925595855,0.00738712317436993,0.0122902721819196,"NS"
"hsa-miR-210-5p",56.7923479069577,0.647202454237426,0.242517839969772,2.66867977348839,0.00761500142718644,0.0126324659243997,"NS"
"hsa-miR-432-5p",168.731127920553,0.789273786384771,0.296734754105894,2.65986297682915,0.00781724470369601,0.0129302681290786,"NS"
"hsa-miR-4662a-5p",194.279785597573,-0.551124151876788,0.208085133026708,-2.6485513109966,0.00808375768150297,0.0133323423790585,"NS"
"hsa-miR-935",17.2367253211992,0.59619597669373,0.226749458044156,2.62931599412084,0.00855568192205197,0.0140698931030277,"NS"
"hsa-miR-30d-5p",48617.8019060408,0.36031123884334,0.137568782364452,2.61913518932508,0.00881530047112094,0.0144550604267084,"NS"
"hsa-miR-132-5p",348.738789450439,0.429602336391743,0.164370355110914,2.61362419094281,0.00895875179674264,0.0146480740584671,"NS"
"hsa-miR-590-5p",26.828612272539,0.441476370436866,0.170178997432497,2.59418833755899,0.00948145324676714,0.0154583005656461,"NS"
"hsa-miR-6803-3p",6.81913970110365,0.375171892579577,0.147074986213974,2.5508885109379,0.010744869161548,0.0174429601975794,"NS"
"hsa-miR-153-3p",203.359182367315,0.544004601988982,0.213302030804664,2.55039579293629,0.0107600685928829,0.0174429601975794,"NS"
"hsa-miR-376c-3p",3407.16968583414,0.742856704261658,0.291615111657617,2.54738754805629,0.0108532826406442,0.0175440847230868,"NS"
"hsa-miR-219a-5p",37.3813921786201,0.65939767210058,0.260041744444001,2.53573776591312,0.0112210725619055,0.0180872246111169,"NS"
"hsa-miR-3664-3p",20.9820188130072,0.51723510506853,0.204711005498739,2.52665998004546,0.0115152929011705,0.0185090442394521,"NS"
"hsa-miR-874-5p",52.8377678996288,-0.459262061490989,0.184123804106347,-2.49431117133408,0.0126201854689511,0.0202278465685442,"NS"
"hsa-miR-3065-3p",48.2143034220791,-0.559790053914061,0.224647985953442,-2.4918543183827,0.0127078147932849,0.0203110860038739,"NS"
"hsa-miR-381-5p",12.09964111045,0.775857827239912,0.311873617995711,2.48773151196964,0.0128560747693708,0.0204407101671687,"NS"
"hsa-miR-4791",7.03755114160685,0.539114326932649,0.216720506283947,2.48760182493437,0.0128607631631747,0.0204407101671687,"NS"
"hsa-miR-204-5p",3702.83931880643,0.694148342291442,0.27971158873834,2.48165742943454,0.0130772929656923,0.0207269629456237,"NS"
"hsa-miR-486-5p",38059.1649472154,-0.620421812207097,0.251417916611836,-2.46769132672819,0.013598752714996,0.0214935841523132,"NS"
"hsa-miR-146a-5p",13490.2486801047,-0.429863654187182,0.175359087862259,-2.45133377133457,0.0142327908622875,0.022433401663827,"NS"
"hsa-miR-142-3p",2240.90257747722,-0.450864703993963,0.186132370790485,-2.42227991874378,0.0154234649500053,0.0242429601009752,"NS"
"hsa-miR-151b",17994.52548194,0.502767280606819,0.209853319135545,2.39580332909616,0.0165839860191335,0.025995283870212,"NS"
"hsa-miR-1268a",22.3197426217892,0.663559490077001,0.277671289898392,2.38973028259355,0.0168607499945142,0.0263565020518643,"NS"
"hsa-miR-141-3p",1565.96217663341,-0.586421997387171,0.246935200185954,-2.37480115004085,0.0175584065072175,0.0273718720619362,"NS"
"hsa-miR-16-5p",84463.3981773851,0.247262615227829,0.105718074441206,2.33888686049936,0.0193412896974856,0.0300688356225937,"NS"
"hsa-miR-3960",31.7254902751835,-0.482838507311172,0.207306561457371,-2.3291038350007,0.019853565579698,0.0307811411848723,"NS"
"hsa-miR-377-5p",23.915236620003,0.742584256260622,0.32078200167366,2.31491870611891,0.0206173814326998,0.0318203247945406,"NS"
"hsa-miR-27b-3p",221281.006479386,-0.255856292325583,0.110540911794292,-2.31458460195905,0.0206356763606072,0.0318203247945406,"NS"
"hsa-miR-320c",4460.09692409122,0.384577338454316,0.169008237427335,2.27549464042938,0.0228762738282767,0.0351799994818634,"NS"
"hsa-miR-5690",21.625765911727,0.396844123053901,0.174986681584476,2.2678532986656,0.0233381495931815,0.0357935501846907,"NS"
"hsa-miR-378e",8857.85221922081,-1.2792471619142,0.567948388227692,-2.252400373749,0.0242969821359299,0.0371639323530756,"Down"
"hsa-miR-654-3p",1218.12118058884,0.666865486503961,0.29955224413735,2.22620761338109,0.0260002782435543,0.0396626228433845,"NS"
"hsa-miR-495-3p",110.007502204855,0.63132712987108,0.284145509991484,2.22184446937065,0.026293818280197,0.0400031620359147,"NS"
"hsa-miR-409-5p",59.6815726002781,0.650656328305241,0.296549123466662,2.19409290676386,0.0282287311073909,0.0428323946669479,"NS"
"hsa-miR-99b-5p",32659.93141058,0.355013524841097,0.163567808009038,2.17043640287385,0.0299738015843595,0.0453592901635653,"NS"
"hsa-miR-885-3p",92.6834915929862,-0.571532983588489,0.263760676496049,-2.16686198709022,0.0302453792005936,0.0455688889988431,"NS"
"hsa-miR-32-5p",952.694915052602,0.314038602961198,0.14495158651018,2.16650683529526,0.0302724781046796,0.0455688889988431,"NS"
"hsa-miR-627-5p",12.1989324570435,0.438572667186148,0.203327775066992,2.15697371911756,0.0310077122197835,0.0465524756017331,"NS"
"hsa-miR-155-5p",4857.47661513237,0.406098411688564,0.190622753217029,2.13037743309797,0.0331404653679683,0.0496234863009841,"NS"
"hsa-miR-874-3p",737.302044537062,-0.459347239586611,0.218202067201178,-2.10514614035761,0.0352785888978713,0.0526863965430152,"NS"
"hsa-miR-223-3p",6837.27416717023,0.606599763037566,0.288803468458506,2.10038946649534,0.0356945948591121,0.0531681268974733,"NS"
"hsa-miR-1268b",17.413045589176,0.53750324770467,0.258819116554437,2.07675250136177,0.0378244081956006,0.0561934419407226,"NS"
"hsa-miR-138-5p",678.058693449413,0.695077280474826,0.335338332390717,2.07276417079859,0.0381942324032012,0.0565950995766184,"NS"
"hsa-miR-30b-3p",78.6803434768121,-0.366749949358378,0.177731709589464,-2.06350318806656,0.0390648452184974,0.057734797219026,"NS"
"hsa-miR-4524a-3p",37.8587163096724,-0.551921701298522,0.268585970130413,-2.05491634961623,0.0398870850049914,0.0587972833363734,"NS"
"hsa-miR-625-5p",354.323943829097,0.437855349980237,0.214812621311578,2.03831295995007,0.041518644611133,0.0610442087435005,"NS"
